open,high,low,close,volume
94.6635,96.7424,93.7128,94.8592,951248
93.499,95.5055,93.0383,94.2636,582009
94.5684,96.286,93.6662,94.5919,245373
93.729,94.5977,93.5924,94.1045,215157
94.3873,95.9769,93.3193,94.4981,305108
94.7249,96.6394,93.6434,95.0774,619364
94.4935,95.4619,93.9251,94.667,826913
94.7754,95.9166,94.1388,95.1487,450022
94.9376,96.6707,93.6757,95.3551,696671
95.4655,95.9529,95.4688,95.7661,436660
96.0579,98.1858,95.6241,96.7145,640962
95.673,96.6776,95.895,96.5918,460877
95.8144,96.5961,94.8094,96.215,493813
95.5779,97.0985,95.7326,95.7702,861714
95.0916,95.5589,94.0214,95.3623,268367
94.4697,97.2674,95.118,95.3237,712997
94.9227,97.2311,95.3648,95.4943,284824
95.1777,96.8853,94.1834,95.6327,976407
95.8966,97.6844,94.7656,96.0463,264512
95.603,97.8279,94.2629,96.0528,773322
96.501,97.2985,95.7402,96.7795,838712
95.704,98.346,95.5872,96.6472,465969
97.1232,98.3969,96.5932,98.0073,894664
98.2362,99.1468,97.6733,98.3201,890911
97.3749,99.0081,97.8177,97.8915,184853
97.131,98.7839,96.896,97.3561,576450
97.1866,97.6576,97.1213,97.5973,282039
96.6087,98.0666,96.8143,97.4856,268118
97.3151,99.0596,95.9557,97.8426,188827
97.745,98.794,96.4695,98.0792,805575
97.8349,99.5929,96.1709,98.0428,408822
96.8191,98.9227,95.6222,97.6194,498620
96.2375,97.3308,95.9944,96.862,337902
96.1707,96.9306,96.1846,96.6387,564345
96.8494,98.325,95.9469,97.0669,538759
96.8397,98.0749,95.4117,97.174,293087
95.5913,96.889,95.6196,96.5511,714300
96.1176,97.2904,95.6269,96.6377,552193
96.4297,97.4364,96.5615,96.8304,498481
95.867,96.6047,95.5475,96.3884,457249
95.6863,97.5591,95.6913,96.4653,540728
96.1543,98.0217,95.791,96.4944,994461
95.7442,97.0738,94.1483,95.9229,707316
95.5169,97.7544,95.9832,96.1018,216274
95.717,96.6373,94.4379,96.3822,580264
96.211,97.7949,96.9072,96.9237,563706
96.5686,98.6694,95.5594,97.4506,428792
96.3906,98.1138,95.6657,96.7618,166648
96.2175,97.6844,94.888,96.2929,208762
95.592,98.0083,96.1761,96.5504,247805
96.3723,98.1101,95.4989,96.8073,267802
96.4415,97.2533,95.3009,97.0648,314915
98.3249,100.3818,98.7122,98.9912,342068
98.7301,100.7262,99.0225,99.2766,714267
99.6391,101.8314,99.2364,99.8444,878013
99.5663,101.7081,99.9979,100.3214,820938
99.8433,102.0208,100.4258,100.6471,341113
99.9365,101.5191,99.1328,100.4895,302485
100.3804,102.6048,100.4413,100.8689,782241
100.3686,102.4762,99.1485,100.4825,957942
100.2802,101.9222,98.6403,100.3641,901950
99.7819,101.3464,98.8174,100.1214,804046
99.8515,100.3203,99.9236,100.1624,346611
100.366,102.7732,100.1726,101.3197,656632
99.6025,101.8032,99.5988,100.3861,965324
100.0693,102.2803,100.0425,100.7292,670357
99.4052,100.172,99.2858,99.9228,146273
99.5195,100.9943,97.828,99.6869,588965
99.2529,100.8228,98.7463,100.2314,281510
99.8885,101.784,99.9958,100.2635,946258
99.6177,100.2054,98.7726,99.7246,964785
98.8732,100.7349,98.7305,99.367,417302
98.8328,100.2968,97.7509,99.7068,242632
98.4543,99.3596,97.3855,99.3416,705684
99.4388,100.7165,98.8107,99.4498,349450
98.5863,99.6991,98.7684,99.4726,552676
98.8753,100.4654,97.948,99.1468,150200
100.1798,102.07,99.2602,100.2188,807127
99.6879,102.4742,100.1095,100.5357,510112
98.6593,99.995,98.2023,99.5232,384641
99.0202,101.2349,98.9481,99.6164,575318
98.7111,99.9926,97.9781,99.2855,443938
98.8986,101.5126,98.9443,99.7117,659157
98.5291,100.8904,97.915,99.3155,313151
98.368,99.4059,97.9225,99.2581,589431
98.9578,100.3249,98.493,99.5106,930849
98.9758,100.6181,98.534,99.9435,892000
98.3472,100.9137,98.4214,99.3433,469377
99.0595,99.9966,98.9438,99.1761,405415
98.089,100.3078,98.5744,98.9386,905484
98.1121,99.8168,98.1199,98.6119,753241
99.1071,101.4459,99.3682,99.4946,668301
99.0841,101.5727,98.2744,99.6971,332756
99.0107,99.9221,98.3319,99.0667,905931
99.0192,100.9728,99.3386,99.5256,321384
99.7158,102.2456,98.9468,100.5867,625595
100.8895,102.9007,99.7356,101.1029,962354
99.9169,100.4795,99.4388,100.3433,384087
99.1617,100.7053,99.6063,100.1011,439347
100.306,101.3751,100.4311,100.7346,973158
100.0224,101.2496,99.464,100.3808,882329
100.1621,100.9412,98.8322,100.6027,699785
100.4705,101.9824,100.6132,100.99,840535
99.8945,101.8529,99.3892,100.5265,659650
99.6961,101.4915,98.5734,100.4968,355890
98.424,100.2077,97.6019,98.8761,248688
97.5464,98.4968,97.484,98.3639,104967
97.7039,99.9896,96.8049,98.2376,141534
97.2753,99.4919,95.9646,97.6138,640753
97.772,99.6658,97.2489,98.43,487994
96.9972,99.4777,95.9712,97.7149,993213
96.9368,97.7578,96.4657,97.4949,747190
97.5036,99.1551,95.9002,97.5602,488691
98.111,98.5192,96.3768,98.2809,702006
97.2776,98.379,96.5605,97.5629,644217
97.8619,98.7922,96.9345,98.1445,212623
97.4762,99.3208,96.9307,98.1496,909262
97.6405,98.2619,96.096,97.6589,317293
97.1343,99.1646,96.244,97.8899,116478
97.7241,98.7242,97.935,97.9895,217210
97.3793,99.4109,96.2226,97.6894,689374
97.1963,98.992,96.1566,97.7243,982039
97.3157,97.9622,96.1307,97.5316,229174
96.7039,98.2606,96.161,97.5884,544405
97.8341,99.6143,97.8366,97.9194,378132
98.2681,99.4854,97.8284,98.7124,459102
97.2441,99.1651,96.4572,98.0935,372585
98.5442,100.4579,97.292,99.16,326222
97.8917,98.8796,97.7251,98.184,115609
97.6873,98.6961,96.9497,98.1081,234742
97.6956,99.3528,96.7936,98.4023,175073
97.5695,98.9725,97.0379,98.5428,121028
97.3383,98.7998,96.9936,98.2314,961159
97.7849,98.2515,98.09,98.1273,344709
96.8827,98.4888,96.4331,97.8808,324421
97.5827,98.2276,96.0397,97.5862,507471
97.9833,99.9346,96.5653,98.011,252913
97.3656,99.3689,96.6579,98.1895,767938
97.6436,99.4178,96.9812,97.843,694027
98.2321,98.3836,96.3053,98.2928,148617
98.2093,98.6595,96.9049,98.4465,479477
98.4268,100.482,97.6955,98.8529,293716
98.4371,100.4148,97.2993,99.1677,348856
98.1289,99.1352,96.9368,98.7532,885558
98.2355,99.2827,96.844,98.4731,891816
98.3435,99.9241,97.7194,98.8468,607802
98.2257,100.8392,98.0978,99.152,331626
98.3265,99.2623,98.4841,99.1415,447698
98.877,100.3936,98.6984,99.2002,846970
98.8567,101.2731,98.8143,99.839,433799
98.8346,101.499,98.3877,99.5432,465649
99.7543,101.4311,99.3277,99.8168,784195
99.6805,100.2681,97.8705,99.7157,907841
99.4384,101.026,98.4923,99.6068,641964
99.4284,101.6828,99.1032,100.1562,785238
100.3852,102.0284,99.6977,100.5689,818765
100.4642,102.616,100.8595,100.9757,235347
101.5352,103.4359,99.8636,101.6284,239035
100.718,101.8358,101.0049,101.6389,823541
101.6359,102.1894,100.695,101.9799,731255
100.9166,103.4176,100.6099,101.8248,304445
101.042,102.4916,100.8179,101.9869,967372
101.9157,102.0389,100.8704,101.9218,160965
101.5061,102.7727,101.6074,101.9703,321715
102.2432,103.9076,101.7066,102.2679,208485
100.9501,102.1119,100.8104,101.8587,542976
102.3865,104.2486,101.3263,102.9049,589902
102.327,102.4092,101.538,102.4019,173061
101.6846,102.0143,101.387,101.7948,535258
101.9904,103.0756,102.198,102.3739,682606
101.8295,102.9369,101.4437,102.7697,780910
102.3889,104.7736,102.2351,103.0818,137087
102.5283,105.1241,103.1452,103.396,751149
103.0234,104.901,102.0409,103.3898,106953
102.898,103.4262,102.526,102.9412,194266
102.0048,104.0256,101.9611,102.9791,989863
102.6234,103.0089,102.0282,102.6405,871555
102.1804,103.6906,101.2647,103.1281,456757
102.6859,104.0866,102.598,103.0546,608517
102.6317,104.1118,101.802,102.6418,663027
101.792,102.6704,100.5621,102.4811,586871
101.707,103.281,102.0501,102.6876,228020
101.4401,104.259,101.1165,102.4057,731167
101.8337,102.8529,101.3612,101.9946,124987
101.9352,103.9942,101.8951,102.1165,218064
101.6734,104.2217,100.9838,102.2389,892470
101.3482,103.0388,100.1534,101.9855,102775
101.0105,102.326,100.8448,101.7499,958342
101.6849,103.4475,100.6136,101.866,167819
100.1829,101.4605,99.9241,101.1419,641334
99.7995,100.9423,99.608,100.4382,513741
99.2319,101.6487,98.8492,100.079,665469
99.4322,100.8395,99.4536,99.9723,231823
99.7134,100.5308,99.3716,100.1277,520958
99.8882,102.1676,99.9807,100.8654,148736
100.7121,102.7597,99.5662,101.2942,293329
100.3474,101.4644,100.5176,101.2142,463602
100.2514,101.7587,99.9345,101.2047,936852
100.0281,101.146,100.2767,100.7035,598238
100.1453,101.4539,100.1891,100.6942,415401
100.5464,102.0768,99.253,100.5499,667384
100.6712,102.1387,99.1866,100.7112,976196
100.0968,101.6227,99.3734,100.2976,839653
100.3713,100.5699,99.8871,100.5573,176061
101.0689,101.608,99.5031,101.3237,649078
100.9644,101.7159,100.9977,101.2693,739971
101.1101,102.0141,100.0287,101.4701,260839
101.3947,102.1081,100.4349,101.8152,367471
101.5157,102.4352,100.2341,101.6146,480042
101.6843,101.877,99.8558,101.7267,329109
101.059,103.233,100.2766,101.733,855328
101.2445,103.3572,101.1787,101.7818,813685
100.9511,102.5438,100.6885,101.3953,804913
100.7731,101.5869,100.6253,101.4075,469251
100.8289,103.4367,101.5949,101.6565,950259
101.9544,104.3134,100.5551,102.3821,681513
102.2206,103.2665,102.7146,102.8617,607055
102.9848,105.3476,102.5387,103.9383,289321
102.715,105.2385,102.0943,103.5547,374788
103.5648,105.0705,102.3034,103.9908,524313
103.4378,104.7291,102.9758,104.0825,703451
105.0003,106.1345,103.7269,105.1774,978449
104.2127,105.7978,104.1678,104.7732,599349
103.3721,105.1547,102.8622,104.3534,588546
103.5354,105.9134,103.3669,104.0537,524846
102.0641,104.4795,101.1861,102.9917,352917
102.3215,103.2115,102.4021,102.7289,171410
101.3505,103.5204,101.7178,102.3493,882335
101.8453,103.8019,101.427,102.4245,363250
102.5531,102.8757,101.0437,102.5954,474564
102.9467,104.2503,102.0359,103.5335,834789
103.7341,105.8198,103.5872,104.0087,239491
103.6877,104.8546,103.4317,103.7202,853323
102.4502,103.705,102.6631,103.271,216676
103.2412,103.7625,102.5495,103.517,610082
102.0603,103.8933,101.7788,102.8569,418473
103.4844,104.868,102.9143,103.7726,665196
104.168,105.0311,103.0361,104.3623,925219
103.1538,105.3885,103.2726,104.1277,548055
102.9095,103.4085,101.3785,103.2711,489031
103.3467,104.2384,103.4261,103.9481,976787
103.2808,104.9834,102.6361,103.8908,994177
103.9492,104.6334,103.287,104.5097,647043
102.7978,105.4743,103.1494,103.7125,346203
102.7384,103.6971,102.5894,103.4128,272646
103.0117,104.7633,102.6845,103.4154,652644
102.5766,104.2213,103.0939,103.4389,737814
103.0328,104.0135,102.2593,103.2139,597452
102.9811,105.0551,102.752,103.5253,870872
102.041,103.9904,102.6349,102.9915,177260
102.2949,104.3716,102.0206,102.9203,895559
102.1635,103.9909,102.1368,102.9805,535920
102.5841,104.4235,102.975,103.2377,964637
102.7541,105.1149,103.3311,103.5935,766238
102.0867,104.2458,101.7362,103.0312,534697
101.9912,103.4954,100.851,102.2641,858601
102.7333,104.4814,101.0206,102.903,687329
102.5851,104.9673,102.8951,103.0691,462324
101.993,103.4483,102.4592,102.6949,595552
103.2433,104.6247,103.3668,103.4704,888637
103.5242,103.7008,102.4638,103.5283,951199
103.775,104.8355,102.8724,104.1179,124401
103.1828,104.9758,103.3446,104.1517,133314
104.4871,106.8525,103.5863,105.1821,536729
105.6584,107.0865,104.6863,106.0597,750036
105.7427,107.3974,103.9636,105.9353,321350
106.065,106.4591,106.1453,106.421,691893
106.5739,107.6727,106.6271,106.7437,155362
107.3217,109.2307,106.8784,107.428,680293
106.0388,107.3942,106.9075,106.9456,196867
106.291,107.3517,105.4234,107.2886,784879
107.6537,108.6846,107.2099,107.8178,450794
106.8839,108.3473,105.8336,106.9385,283159
106.0171,107.2558,105.7107,106.3468,394928
104.8655,106.2472,104.8356,105.3272,586034
104.9877,106.5321,104.8878,105.1925,364953
105.2499,106.0601,104.9105,105.5513,341918
106.1016,107.8062,105.0716,106.3025,979803
105.5652,106.6457,104.3963,106.3395,894951
106.4412,107.9453,106.0376,107.1538,873499
105.8288,107.7758,105.3983,106.4638,536173
105.2248,107.2688,105.5415,105.6121,334968
104.6753,107.1674,103.9041,105.5843,243535
104.8068,107.2197,105.6866,105.7763,770008
105.5863,106.4782,103.9475,105.76,442921
104.5032,104.9709,103.6489,104.7263,993471
104.1561,105.1154,104.3448,104.6817,290798
103.9382,105.7591,103.126,104.0295,185370
103.9279,106.079,102.3743,104.3643,934371
103.9658,106.4507,103.9374,104.5476,533691
103.5556,104.2296,103.5387,104.0777,336419
103.4898,104.8943,103.5847,103.8207,758108
102.7487,104.5885,102.0968,103.2911,535532
102.301,104.6811,103.0813,103.2598,318251
103.5313,105.0251,102.2053,103.7373,347566
102.5897,104.7845,101.406,103.2445,719804
103.4531,104.2155,101.6328,103.4965,273398
103.165,103.5902,103.0155,103.2314,827308
102.2831,103.2441,101.7184,102.8349,192965
102.6765,102.8054,102.5872,102.7814,173913
102.2415,102.9645,101.1198,102.2638,780702
101.8155,102.1705,100.357,101.987,943810
100.8232,102.031,100.3125,101.388,927303
101.6671,103.6268,100.6263,102.3704,564093
102.1856,104.177,100.7847,102.388,158989
101.3699,103.7174,101.4851,102.0382,140708
101.9627,102.6505,100.885,102.1452,390305
101.4755,102.3572,102.0742,102.089,204169
101.5666,102.3647,101.1864,101.9785,772541
101.6318,104.2276,101.8097,102.2856,254722
101.6693,103.7633,100.7901,102.6644,352534
101.4613,102.7641,101.5883,102.3991,292521
102.1069,103.7927,100.8031,102.1112,909168
101.0882,102.7641,100.5097,101.9737,175387
100.7562,102.6212,99.2763,100.8227,919237
99.1121,100.5865,98.5936,100.0651,855642
100.4667,101.535,100.1702,100.7486,638717
101.189,102.5809,100.1989,101.571,770952
101.3549,103.2317,100.3485,101.4465,944662
101.6225,103.4723,100.54,101.7348,949058
101.1637,103.0391,101.8888,101.8904,590310
102.4855,103.8734,102.9133,103.4299,688427
103.3789,104.7964,102.1283,103.9896,589713
103.2098,105.877,103.3455,103.9257,799049
102.6859,104.6635,102.5719,103.4479,335617
102.3819,104.2069,102.2713,102.6447,525904
102.7012,103.6462,102.4692,102.7464,824350
102.3664,103.4323,101.9509,102.3683,858338
101.3065,102.515,100.5498,101.6571,201664
101.0924,102.7397,99.4958,101.3338,946439
100.7307,102.496,100.1407,100.7931,579372
101.4571,102.6514,100.9898,101.6366,202602
101.953,103.0392,100.9492,102.0775,146567
101.1586,102.754,101.36,102.0735,103475
102.6732,103.1676,100.9926,102.8134,491134
102.3145,104.7306,102.0964,102.8521,467008
101.8284,103.0536,101.4406,102.4215,618945
102.6396,104.7844,102.1163,103.183,676817
103.3534,104.8832,101.8884,103.4525,383569
102.6151,104.5157,101.8061,102.9339,577320
102.7874,104.7122,102.3604,102.8387,539046
102.0052,103.6476,102.1529,102.4009,940584
101.5209,103.5054,99.8339,101.7095,276745
101.611,102.508,100.5695,102.1726,457273
102.4345,104.3807,103.0814,103.1273,336673
101.8959,103.9726,100.785,102.428,867748
102.2753,103.2528,101.5283,102.7095,520464
101.9968,103.8657,101.3464,102.3842,639457
101.2989,103.6976,102.1162,102.1406,871187
101.625,103.5068,100.2827,101.8444,169769
100.6782,102.0382,101.0163,101.4124,102462
100.6792,102.7999,99.9807,101.4367,381760
100.602,101.6297,100.9895,101.0212,143627
100.8591,102.6345,99.5637,101.1564,321431
100.6608,102.0573,101.0852,101.1313,124430
100.9186,102.2069,100.5401,101.0118,394021
100.5121,101.3897,100.0215,100.5581,739501
100.1581,100.5936,99.9547,100.2697,720109
100.4602,101.0034,99.6853,100.6474,394158
100.3937,101.053,100.3305,100.8978,808832
99.5599,101.6452,98.4225,100.4091,224024
100.2231,102.156,99.2988,100.4587,711038
99.8992,100.8761,99.7015,100.8344,653680
99.0448,100.1322,99.558,99.9997,337482
99.3125,101.1863,99.454,100.2714,198766
99.1025,101.4155,99.6921,99.9401,745359
99.8616,100.5408,98.7003,100.2254,472756
99.7711,100.387,99.1814,99.8437,950367
98.3725,99.4053,97.4374,98.9413,826812
97.5689,98.9256,97.3841,98.1275,437850
97.3016,98.6016,96.1741,98.1516,178271
97.2854,98.9866,97.9392,98.2814,918780
97.3211,99.2864,97.8262,97.8293,912971
97.8034,99.3706,96.9589,98.1486,374686
97.1319,97.4802,95.4119,97.3178,879425
97.28,98.5603,95.9907,97.2848,460750
96.1702,97.6334,96.5078,96.6793,777627
95.7978,98.2225,95.2724,96.3533,756136
95.5521,96.9557,94.5581,96.377,537435
95.4423,97.3992,95.9338,95.9468,493839
94.8381,97.2163,95.4207,95.7546,293565
95.6296,96.7007,94.6286,96.2577,882096
95.1289,97.7757,94.1814,95.9693,906202
96.2388,97.3695,94.9728,96.3871,205334
94.9669,97.18,93.8391,95.8223,901155
95.412,96.3789,95.9067,96.0872,268615
96.6377,97.3236,95.7166,96.8079,583807
95.3824,96.7443,94.2021,95.5721,655615
94.2472,95.8117,93.7684,95.1737,292646
95.43,96.4616,93.8752,95.4622,395199
94.8982,96.1087,93.5254,95.3607,654052
95.2328,96.8274,94.823,95.5463,475529
94.5792,96.2186,95.1583,95.2443,582370
94.4479,95.2968,94.5627,95.2876,414935
94.8493,96.5091,93.8665,95.2097,665011
95.3667,96.6379,95.3667,95.7936,985879
94.9389,96.6042,94.3009,95.9208,598064
95.3057,96.2779,95.6501,96.0896,830511
94.9865,96.3244,95.8636,95.8837,902314
95.2011,96.0874,94.6237,95.6399,965164
95.1895,97.2943,93.9707,95.4236,600369
95.209,96.4859,94.9215,95.6208,545453
94.6942,95.4945,93.9125,95.4103,861377
95.4458,95.8329,94.6784,95.5552,834805
96.3225,96.751,96.2495,96.5929,127092
96.9819,98.2062,96.8474,97.0285,350748
96.4331,97.2387,95.4443,96.8655,121673
96.6386,98.4632,96.6947,97.4661,229980
97.2374,98.0022,95.4365,97.262,796998
95.5677,97.8507,95.1625,96.243,250913
94.8064,96.3799,95.0421,95.7389,659800
94.5666,95.7201,94.1056,94.8035,118737
93.9342,96.0704,94.3649,94.6278,576784
93.6619,95.5037,93.4494,94.637,394205
94.5129,97.0616,94.3109,95.4752,245761
95.4038,96.962,94.0387,95.6387,268842
95.4288,96.3502,95.1267,95.5291,842610
95.7956,96.9518,95.3623,95.9438,628254
94.1362,96.7727,94.6438,94.8383,490846
94.2303,96.2793,94.3654,94.9561,983485
94.6673,97.1515,94.4853,95.3415,807253
94.2661,94.9597,92.6742,94.6022,408678
95.0043,96.1406,93.868,95.1741,294202
94.7626,97.1607,93.7776,95.3433,313845
94.652,95.7809,94.4847,95.1357,302943
94.7232,97.3874,95.1631,95.4521,469232
96.1461,96.7816,96.074,96.5874,644078
96.3397,98.4837,96.1654,96.6784,152104
96.509,97.6929,95.6362,96.8025,214507
96.3613,96.7203,95.8899,96.5728,285287
95.8821,97.9069,94.4331,96.1479,191131
96.4682,97.0669,94.586,96.563,375329
95.7881,96.1795,95.4484,96.135,306384
96.1342,96.4424,94.7607,96.1708,858575
95.7455,97.2502,94.617,95.932,635094
95.4247,98.1271,95.7825,96.1714,773615
96.0128,96.5612,94.5023,96.3383,748258
96.1888,97.7809,96.4582,96.857,379154
95.8852,96.9633,95.1281,96.602,595727
95.8859,97.9572,95.7719,96.4671,629054
95.019,96.2138,95.2436,95.9777,586506
95.7341,96.2353,94.8447,95.7556,632505
95.2056,96.337,94.2152,95.9442,266888
95.3639,97.4278,96.0422,96.3227,928013
94.9994,97.608,95.7525,95.8616,998113
96.1285,97.3186,95.4924,96.2964,455741
96.6474,97.0907,96.8631,96.9743,305516
97.0085,98.3077,95.8058,97.181,938244
97.5181,99.7144,96.5987,98.1194,435347
97.0203,97.9968,96.023,97.7325,544109
96.7931,97.2556,95.6225,97.1101,479904
95.6813,96.5964,94.3881,96.2208,402815
96.2779,98.461,95.4722,96.9688,729317
96.8747,98.4794,95.4238,97.296,906549
96.4142,98.3494,96.882,97.2682,917610
96.6366,97.9071,96.4085,97.4082,432144
96.7808,97.5099,94.8576,96.8454,422262
97.4472,100.0001,96.7052,98.0683,232917
97.8976,98.6142,96.3756,98.1329,702253
97.6301,99.9909,98.1268,98.1876,599725
97.5936,99.7116,96.807,98.5505,779379
